,0
diversity,1
divert,1
divest,1
divested,17
divesting,1
divestiture,88
divestitures,39
divestment,1
divide,17
divided,3
dividend,11
dividends,21
dividing,2
document,10
document101,5
documents,3
does,23
doing,3
dollar,8
domestic,7
domestically,1
dow,1
downgraded,1
downgrades,3
downs,8
downstream,1
downturn,1
downward,12
drainage,1
drained,2
dramatically,1
dredged,1
drill,17
drilled,39
drilled126,1
drilling,152
drinking,7
driven,16
drivers,1
drives,1
driving,2
droughts,3
drove,3
dry,10
duly,2
duration,3
duty,1
eagle,66
earlier,7
early,12
earn,3
earned,2
earned0,1
earnings,17
earth,5
easements,3
easier,1
east,13
ebitdax,22
economic,41
economically,11
economics,2
economies,2
economy,3
edge,2
ef,2
effect,70
effective,43
effectively,4
effectiveness,7
effects,36
efficiencies,3
efficiency,3
efficiently,1
effort,5
efforts,18
elect,2
elected,4
electing,1
election,8
elections,1
electric,3
electricity,5
electronic,1
electronically,2
eligible,16
eliminate,3
eliminated,2
eliminates,1
emerging,7
emission,16
emissions,57
emit,1
emitted,1
emitters,2
emitting,1
emphasizes,1
employed,1
employee,37
employees,36
employer,1
employment,2
enable,1
enacted,1
enactment,4
encompass,1
encounter,1
encourage,1
end,38
endanger,1
endangered,6
endangerment,1
ended,243
endeddecember,3
ending,19
energy,82
enforced,2
enforcement,2
engage,3
engaged,6
engaging,3
engineer,2
engineered,1
engineering,19
engineers,5
enhance,2
enhanced,3
enhancements,1
enhancing,1
enjoy,1
ensuing,1
ensure,8
entails,1
enter,6
entered,19
entering,2
enters,1
entire,6
entirely,1
entirety,1
entities,24
entitled,6
entitling,1
entity,7
entry,1
environment,16
environmental,47
environmental66,1
eoc,1
epa,47
equal,9
equally,3
equation,1
equations,1
equipment,42
equipmentother,1
equity,78
equity2,1
equity74consolidated,1
equivalent,24
equivalents,15
ernst,3
error,6
errors,1
escalations,3
especially,2
espp,11
essential,1
establish,4
established,18
establishing,3
estate,5
estimate,22
estimated,128
estimates,77
estimates63,1
estimatesour,1
estimating,9
estimation,6
estimations,1
ethane,3
ethics,1
eurodollar,2
evaluate,8
evaluated,17
evaluates,3
evaluating,9
evaluation,10
evaluations,1
event,15
events,17
eventually,1
evidence,4
evidenced,1
evolve,1
evolves,1
evolving,2
exact,1
examination,2
examinations,1
examining,2
example,8
exceed,6
exceeded,2
exceeding,1
exceeds,4
excess,19
excessive,1
exchange,33
exchanged,1
exchanges,4
exchangesecurities,1
exchanging,1
excise,1
exclude,3
excluded,4
excludes,5
excluding,16
execute,4
executed,3
execution,3
executive,31
exercise,4
exhibit,55
exhibitnumberdescription,1
exhibits,5
exist,6
existed,1
existing,48
exists,1
exit,2
expand,8
expanded,3
expanding,1
expanse,1
expansion,3
expect,54
expectation,1
expectations,7
expected,53
expects,5
expedient,2
expedients,2
expend,1
expenditure,6
expenditures,34
expense,144
expense160,1
expense20,1
expense23,2
expense4,1
expense487,1
expense53,1
expense63,1
expense71,1
expensed,10
expenses,43
expenses1,1
expenses23,1
expenses310,1
expensesaccounts,1
expensethe,1
expensive,3
experience,11
experienced,6
experiencing,1
expertise,8
expiration,4
expirations,6
expire,12
expired,1
explanation,1
exploitation,1
exploration,68
exploratory,22
explore,3
explosions,1
export,1
exporting,2
exports,2
expose,2
exposed,2
exposure,11
express,2
expressed,8
expressions,1
extend,4
extended,8
extending,1
extension,4
extensions,7
extensions9,1
extensive,2
extensively,2
extent,8
external,3
extinguishment,18
extracted,1
extraction,4
extreme,4
face,8
faces,2
facilitate,1
facilitating,2
facilities,32
facility,53
fact,3
factor,4
factors,48
factors23item,1
facts,2
factual,1
fahrenheit,1
fail,1
failed,1
fails,1
failure,5
failures,4
fair,133
fairly,3
fall,1
far,1
fargo,3
farm,4
fasb,12
fault,2
faulty,1
favor,1
favorable,2
feature,1
featuresas,1
february,38
federal,73
federally,1
fee,7
fees,26
feet,4
ferc,5
fiduciary,2
field,18
field80,1
fields,1
fifth,3
file,11
filed,107
filer,8
filers,1
files,1
filing,21
filings,1
final,31
finalized,12
finally,2
finance,3
financial,254
financing,54
financings,2
finding,2
findings,2
fine,1
fines,1
fired,2
fires,1
firm,8
firm70consolidated,1
firmto,2
fiscal,16
fix,1
fixed,22
fixes,1
fixture,1
flared,2
flaring,11
flat,6
flexibility,4
floating,8
flood,1
flooding,3
floods,3
floor,6
flow,11
flowback,2
flows,108
flows4,1
flows75notes,1
flows8,1
flows9,1
fluctuate,4
fluctuates,1
fluctuations,8
fluid,2
fluids,9
focus,8
focused,11
focuses,1
focusing,2
follow,1
followed,2
following,67
follows,19
footage,2
force,4
forced,2
ford,68
ford73,1
forecast,1
forecasted,2
forecasts,3
foreign,1
foreseeable,2
forfeited,2
forfeiture,1
forfeitures,3
forks,2
form,67
forma,1
formation,11
formations,12
forming,2
forms,1
forth,10
forward,25
fossil,2
foundation,1
founded,1
fourth,17
fraction,1
fractional,1
fracture,5
fractured,2
fracturing,44
framework,9
fraud,6
free,10
freezing,1
frequency,2
frequent,2
frequently,3
froze,1
frozen,1
fuel,6
fuels,5
fugitive,1
fulfill,1
fully,10
functioning,1
fund,22
fundamental,2
fundamentals,1
funded,13
funding,5
funds,15
furnish,1
furnished,4
furniture,1
furthermore,1
future,207
futures,2
gaap,33
gain,78
gains,9
gallons,1
garnering,2
gas,500
gases,23
gasoline,3
gather,4
gathered,2
gathering,30
gathers,1
gbm,3
gd,2
general,26
general4,1
generally,34
generate,8
generated,8
generates,2
generating,2
generation,2
geographic,2
geologic,5
geological,14
geologists,2
geometric,1
geophysical,9
geophysicists,1
geopolitical,1
geoscience,2
ghg,3
ghgs,2
given,15
gives,1
giving,3
global,14
globally,1
glossary,6
glycol,1
goal,2
goals,3
going,4
goods,2
goodwill,2
gov,2
governance,5
governance121item,1
governancethe,1
governing,25
government,11
governmental,15
governments,2
grade,2
gradually,1
grained,1
grant,27
granted,19
grants,4
graph,2
graphthe,1
greater,22
greatly,1
green,1
greenhouse,48
grid,5
gross,28
ground,2
groundwater,4
group,23
grouped,1
grouping,1
groups,3
grow,3
grown,1
grows,1
growth,20
guarantee,1
guarantees,2
guarantors,1
guidance,25
guidelines,4
gulf,19
gwp,2
half,16
halff,12
halt,1
hand,3
handling,6
hardware,2
harm,1
harmed,1
having,5
hazard,1
hazardous,18
hazards,3
headcount,2
heading,3
headquarters,1
health,13
heard,1
heat,1
heavily,1
hedge,5
hedging,2
held,52
help,1
henry,5
hereof,1
hierarchy,6
high,13
higher,26
highest,6
highlightsour,1
highly,3
hired,2
historical,13
historically,1
histories,3
history,4
holders,11
holdings,3
holds,1
hole,7
holes,3
horizon,4
horizontal,5
horizontally,2
hosting,1
houston,2
howard,10
hsc,4
htm,1
hub,5
human,6
hurdles,1
hurricanes,2
hydraulic,39
hydraulically,1
hydrocarbon,3
hydrocarbons,14
hydrogen,1
hypothetical,2
i4items,1
ice,4
identical,2
identification,1
identified,8
identify,5
ii,62
ii40item,1
iii,5
iii121item,1
iiiitem,1
iiitem,1
illiquid,1
immaterial,1
immediate,1
immediately,7
impact,59
impacted,9
impacting,1
impacts,20
impair,2
impaired,2
impairment,38
impairments,13
impermeable,1
implement,7
implementation,6
implemented,4
implementing,2
implements,1
implied,2
important,6
imported,1
impose,10
imposes,1
imposing,1
imposition,4
imprecise,9
improperly,1
improved,4
improvements,5
improving,6
inability,14
inaccuracy,1
inactive,1
inadequate,3
incapable,2
incentive,7
incentives,4
incident,1
incidental,1
incidents,1
include,38
included,55
includes,33
including,143
income,181
income2,1
inconsistent,2
incorporate,1
incorporated,66
incorporation,4
increase,86
increase6,2
increased,77
increases,11
increasing,11
increasingly,5
increment,2
incremental,1
increments,2
incur,21
incurred,54
incurrence,1
incurring,2
indebtedness,8
indefinite,1
indemnification,2
indemnify,1
indenture,12
indentures,11
independence,1
independence123item,1
independencethe,1
independent,18
index,22
indicate,2
indicated,5
indicates,2
indicating,2
indication,6
indicative,4
indicators,1
indices,1
indirect,2
indirectly,1
individual,14
individually,4
individuals,2
induced,2
industrial,1
industries,1
industry,52
ineffective,1
infer,1
inferences,1
infill,6
infill151,1
infills,1
inflation,2
inflows,3
influence,3
influenced,2
information,100
information121,1
information20,1
informationnone,1
informationthe,1
infrastructure,12
inherent,12
inherently,5
inhibit,1
initial,16
initially,5
initiate,1
initiated,1
initiatives,9
injecting,1
injection,3
injections,1
injector,1
injury,3
inlet,5
input,1
inputs,13
inquiry,1
ins,1
inside,2
insignificant,2
insolvency,1
inspect,2
inspections,1
instability,2
install,1
installation,2
installed,1
instance,1
instances,3
instead,2
institution,1
institutional,1
institutions,4
instructions,1
instrument,1
instruments,37
instrumentssummary,1
instrumentsthe,2
insulated,1
insurance,14
insured,1
intangible,2
intangibles,1
integral,6
integrate,2
integrated,3
integrating,3
intend,2
intended,8
intends,1
intense,6
intensely,1
intensify,1
intensive,1
intent,5
intention,1
interactive,1
interagency,1
interbank,1
intercompany,1
intercontinental,1
interestcapitalized,1
interests,15
interfere,1
interior,1
intermediate,1
internal,39
internally,3
international,4
internet,1
interpolated,1
interpret,1
interpretation,1
interpretations,3
interpreted,2
interpretive,1
interrupted,2
interruption,1
interruptions,3
interstate,2
intervals,5
intervention,1
intraday,2
intrastate,1
introduced,1
introduction,2
inventories,3
inventory,8
invest,1
invested,3
investigate,1
investigation,1
investigations,1
investigatory,2
investing,16
investment,36
investments,20
investments100,2
investor,1
investors,7
invests,1
involve,3
involved,5
involves,7
involving,5
irc,3
irregularities,1
irrevocable,1
irs,2
isobutane,3
isolation,1
issuable,1
issuance,35
issuances,2
issue,6
issued,85
issued291,1
issued30,1
issuer,7
issuers,2
issues,5
issuing,2
item,91
itemized,1
items,19
iterating,1
iterations,1
iv,1
iv124item,1
ivitem,1
iwhen,1
january,38
javan,4
jeopardize,1
jobs,1
joining,1
joint,23
jones,1
jpm,1
jpmorgan,2
judgment,10
judgments,3
judicial,4
julio,1
july,14
june,22
jurisdiction,2
jurisdictional,1
jurisdictions,1
justify,3
jv,8
key,9
kind,2
know,3
knowledge,5
known,10
kþ,1
lab,1
label,1
labor,4
lack,5
land,7
landing,1
landmen,2
landowners,1
lands,9
large,14
largely,4
larger,2
larry,1
later,2
lateral,4
laterals,1
latest,3
law,7
lawful,1
laws,59
lawsuit,1
lead,16
leading,2
leak,3
leaks,4
lease,51
leased,5
leasedcorporate,1
leasehold,7
leases,30
leasing,2
leaves,2
led,3
legacy,2
legal,8
legality,2
legally,1
legislating,1
legislation,16
legislative,6
leiker,2
lender,16
lenders,9
length,2
lengthy,1
lessee,1
lessees,2
lessen,3
lesser,1
lessor,2
letter,3
letter101,1
letters,6
level,38
levels,16
leverage,2
leveraged,1
liabilities,67
liabilities1,1
liabilities12,1
liabilities13,1
liabilities2,1
liabilities258,1
liabilities42,1
liabilities466,1
liabilities62,1
liabilitiesas,1
liability,68
libor,1
licensed,1
lien,3
liens,3
lieu,2
life,17
lifted,1
lifting,3
light,1
like,2
likelihood,1
likely,13
limit,29
limitation,2
limitations,11
limited,21
limiting,6
limits,8
line,24
linkbase,4
linked,2
liquefied,3
liquid,10
liquidity,27
liquids,2
listing,3
litigation,10
lived,3
lives,5
llc,18
llp23,1
llpdenver,1
llpwe,1
lng,1
loan,3
loans,9
local,16
localized,1
locally,1
locate,1
located,15
locating,1
location,10
locations,29
lock,1
loe,5
log,2
logs,1
london,1
long,56
longer,17
looking,18
loren,1
lose,2
loss,166
loss1,2
losses,30
louisiana,1
low,11
lower,28
lowered,2
lowest,1
lying,1
lytle,2
mact,2
magnitude,2
mainly,1
maintain,15
maintained,3
maintaining,9
maintains,2
maintenance,6
major,23
majority,13
make,36
making,7
malfunctions,1
malicious,1
manage,4
managed,2
management,52
manager,4
managers,1
managing,2
mandates,1
manner,3
march,16
margin,9
marginal,3
margins,4
mark,12
marked,1
market,76
marketability,3
marketing,2
marketplace,1
marketprice,1
markets,24
martin,10
mary,1
mass,1
master,2
matches,2
matching,1
material,48
materialize,1
materializing,1
materially,31
materials,10
mathematically,1
matter,6
matters,11
matters122item,1
matters65,1
mattersgeneral,1
mattersplease,1
mattersthe,1
mature,8
maturities,2
maturity,18
maximize,3
maximizing,6
maximum,11
mbbl,14
mboe,10
mcf,10
meaning,1
meaningfully,1
means,3
meant,1
measure,42
measured,14
measurement,14
measurements,11
measurementsthe,1
measures,10
measures672table,1
measuresadjusted,1
mechanical,1
mechanically,1
meet,13
meeting,8
meetings,2
meets,1
member,2
members,6
membership,2
memorandum,1
memorandums,1
mercantile,2
merge,1
mergers,1
met,5
meteorological,1
methane,22
method,28
methodologies,2
methodology,2
methods,15
metric,1
metrics,5
mexico,3
micro,1
mid,1
midland,61
midstream,18
migration,1
mild,1
military,1
million,341
millions,29
mineral,4
minerals,4
mines,1
minimal,2
minimum,22
minor,2
miscellaneous,1
misstatement,2
misstatements,3
mistake,1
mitigate,6
mitigation,1
mix,12
mmbbl,39
mmboe,61
mmbtu,11
mmcf,3
model,6
modeling,1
models,1
moderate,1
modest,1
modifications,2
modified,8
modify,2
monetary,5
money,2
monitor,2
monitoring,2
monitors,1
mont,6
montana,6
monte,1
month,25
monthly,4
months,9
moody,1
mortgage,3
mortgages,1
motion,3
motor,1
mountain,27
moved,1
movements,2
mud,2
multi,2
multinational,1
multiple,12
multiplier,7
municipal,1
municipalities,1
mutual,1
mutually,2
named,2
narrow,3
nation,2
national,20
nations,1
natural,26
nature,14
near,8
nearby,1
nearest,1
necessarily,6
necessary,23
need,10
needed,2
needs,4
negative,2
negatively,6
negligible,1
negotiate,1
negotiated,3
neighboring,1
nepa,4
neshap,2
nesting,1
net,377
net1,1
net18,1
net287,1
net3,1
net5,2
netdevelopment,1
netmidland,1
netted,1
netting,2
netwells,1
network,2
new,65
newer,2
newly,3
ngl,125
ngls,96
nitrogen,2
nol,5
nols,3
nominal,1
nominating,1
nominations,1
non,97
nonconvertible,1
noncurrent,10
noneindicate,1
nonpayment,1
nonperformance,1
nonproductive,4
nonqualified,5
nonrecurring,2
normal,6
north,17
note,99
noted,2
notes,235
notes492,1
notesduring,1
noteson,1
notice,2
notified,1
notwithstanding,1
novate,1
november,11
nsps,10
number,52
numerous,11
nymex,23
oasis,1
obama,5
objective,9
objectively,1
objectives,3
obligated,1
obligation,39
obligations,51
obligations91,1
obligationsplease,1
obligationsthe,2
observable,2
observable109,1
observed,1
obsolete,3
obstruct,1
obtain,21
obtained,2
obtaining,3
obtains,2
occasionally,1
occupational,3
occur,20
occurred,7
occurrence,3
occurring,1
occurs,4
october,14
offer,13
offered,2
offering,15
offerings,5
office,19
officer,20
officers,4
offices,3
offset,32
offsets,1
offsetting,12
offshore,1
oif,1
oil,473
oil103,1
oil18,1
oindicate,4
oklahoma,13
omitted,1
ongoing,3
onshore,7
opa,4
opal,1
open,6
operate,19
operated,44
operates,3
operating,120
operation,9
operation6,1
operational,21
operations,177
operations44,1
operations72consolidated,1
operations836,1
operationssm,1
operator,8
operators,6
opinion,9
opinions,3
opinionthe,1
opinionthese,1
opis,13
opportunities,8
opposed,1
opposing,1
opposition,2
optimal,1
optimization,3
optimizations,1
optimized,1
optimizing,2
option,12
options,12
order,20
ordered,1
orderly,2
orders,1
ordinances,2
ordinary,1
organic,3
organization,2
organizational,1
organizations,4
organize,1
organized,1
original,5
originally,2
oro,1
osha,5
other1,1
other4,1
other41,1
other8,1
ottoson,5
outcome,2
outcomes,2
outflows,1
outlay,1
outlined,5
outlook,6
outlookwe,2
output,1
outs,1
outside,26
outstanding,57
outstanding111,2
outstanding113,2
overall,24
overhead,7
override,1
overriding,1
overseeing,1
oversight,3
overview,17
overviewwe,1
owed,1
owing,1
owned,12
owner,4
owners,21
owners31,1
ownership,19
owns,2
oxides,2
oxley,3
ozone,6
package,1
page,1
pageitem,1
paid,51
par,8
paris,2
partial,4
partially,27
participant,1
participants,11
participate,1
participated,2
participating,4
participation,1
particular,8
particularly,2
parties,29
partners,1
partnerships,2
parts,2
party,30
passage,2
passed,1
past,5
path,2
pathways,1
patrick,1
pattern,1
pay,11
payable,12
payable56,1
payable94,1
paying,4
payment,34
payments,41
paymentsthe,1
payout,2
payroll,6
pays,2
pcaob,8
peck,3
peck15,1
peer,5
peers,3
penalties,8
pending,8
pension,50
people,5
perceived,2
percent,160
percentage,16
percentage11,1
percentage38,1
percentage43,1
percentage48,2
percentage65,1
percentages,1
perception,1
perform,16
performance,75
performed,7
performing,3
period,113
period445,1
periodic,21
periodically,6
periods,31
permanent,1
permeable,1
permian,31
permian19,1
permian27,1
permit,14
permits,13
permitted,2
permitting,16
person,3
personal,5
personnel,10
persons,7
perspective,1
pertain,2
peru,2
petition,1
petitions,2
petrochemical,1
petroleum,14
petrophysical,1
phase,8
physical,7
pieces,1
pipe,1
pipeline,11
pipelines,11
pit,1
pits,1
place,14
place0,1
place1,1
placed,3
placement,2
placethe,1
placing,1
plaintiff,6
plan,118
plan186,1
plan199,1
plan218,1
planned,12
planning,2
plans,60
plansthe,1
plant,4
planthe,1
planthere,1
plants,8
planunder,2
platforms,1
platt,1
play,4
playing,1
plays,12
plugged,1
plugging,10
plus,8
pneumatic,2
point,13
points,4
policies,37
policiesdescription,1
policy,18
political,2
politics,1
pollutants,12
pollution,5
pool,13
pooling,2
pools,1
poor,2
populated,1
porous,1
portfolio,10
portion,58
portions,4
pose,1
position,22
positions,7
positive,4
possibility,7
possible,13
post,4
posted,1
posting,1
postretirement,1
potential,45
potentially,18
pound,1
powder,9
power,9
practical,5
practice,6
practices,4
prb,8
pre,11
preapproval,1
precedents,1
preceding,6
precision,1
predecessors,1
predict,10
predictable,2
predicted,2
predicting,1
predominately,2
preferences,1
preferred,2
premier,3
premium,8
premiums,4
prepaid,1
preparation,10
prepare,3
prepared,4
prescribed,1
presence,2
present,25
presentation,21
presentationthe,1
presented,39
presently,1
presents,13
president,12
pressure,5
pressures,3
prevailing,6
prevalent,1
prevent,9
preventing,2
prevention,3
previous,8
previously,20
price,166
prices,128
pricesour,1
pricing,24
primarily,61
primary,5
prime,1
principal,57
principle,1
principles,8
prior,41
priorities,2
priority,1
private,3
privately,3
privileges,1
pro,1
probabilistic,3
probability,1
probable,3
problems,4
procedural,1
procedure,1
procedures,15
procedures118item,1
proceduresevaluation,1
procedureswe,1
proceedings,4
proceedings39item,1
proceedingsfrom,1
proceeds,61
process,22
processed,5
processes,8
processing,45
processor,10
processors,1
produce,22
produced,25
producer,1
producers,3
produces,1
producibility,3
producible,8
producing,42
product,21
production,361
production11,1
productive,22
productivity,1
products,13
professional,3
professionals,4
profiles,1
profitability,8
profitable,1
profits,9
program,47
programs,18
progress,3
progress295,1
prohibit,7
prohibited,5
prohibits,3
project,7
projected,11
projections,2
projects,10
promised,1
promote,1
promoting,1
propane,3
proper,2
properly,3
properties,198
properties1,4
properties14,1
properties4,1
properties49,3
properties55,1
properties61,1
properties7,1
properties748,1
properties82,1
properties913,1
propertiesgeneralwe,1
propertiesproved,1
property,52
proportion,2
proposal,1
propose,1
proposed,17
proposing,1
proprietary,2
proration,1
prospect,2
prospective,9
prospectively,1
prospects,4
protect,1
protected,6
protection,6
protective,1
protects,2
prove,2
proved,211
proven,1
proves,1
provide,31
provided,39
provider,4
providers,12
provides,23
providing,4
provision,1
provisions,17
proximity,1
proxy,10
prudently,1
psu,7
psus,41
psus1,1
public,22
publicly,1
published,5
pumps,2
purchase,31
purchased,5
purchaser,10
purchasers,9
purchasersperiod,1
purchases,9
purity,1
purpose,6
purposes,9
pursell,3
pursuant,21
pursue,4
pursuing,1
pursuit,2
putative,1
puts,2
pv,22
qstar,14
qualified,13
qualifies,1
qualify,4
qualitative,2
quality,20
quantify,1
quantitative,2
quantities,33
quantitiesthe,1
quantity,7
quarter,124
quarterly,20
quarters,10
quarteryear,1
quasi,1
quickly,1
quintana,2
quoted,5
quotes,1
raise,6
raising,1
ramiro,1
ramping,1
range,7
ranged,1
ranges,3
rank,2
rapid,1
ratability,1
rate,83
rate1,1
rate22,2
rate3,1
rate4,1
rate5,1
rate6,1
rated,1
rates,38
ratesour,1
ratifying,1
rating,7
ratings,10
ratio,12
ratios,4
raven,4
raw,1
rcra,5
reached,2
read,3
readily,1
real,7
realities,1
realizable,1
realizations,1
realize,5
realized,25
realizing,2
reasonable,26
reasonably,13
reasons,3
reassessing,1
rebalanced,1
rec,1
receipt,2
receipts,4
receivable,12
receivable167,1
receivables,5
receivablethe,1
receive,19
received,41
receives,5
receiving,2
recent,11
recently,20
recipients,2
reciprocating,2
reclassification,2
reclassifications,1
reclassified,12
reclassify,1
reclassifying,1
recognition,5
recognitionthe,1
recognize,5
recognized,31
recognizes,12
recommendations,2
recompleted,1
recompletion,4
reconcile,1
reconciles,1
reconciliation,6
reconciliations,3
reconciling,1
reconstructed,2
record,6
recorded,98
recording,1
records,9
recover,5
recoverability,2
recoverable,12
recovered,5
recoveries,1
recovery,9
recurring,4
recycle,3
redacted,1
redeem,4
redeemed,6
redelivers,1
redemption,25
redemptions,2
redetermination,9
redeterminations,1
redetermine,1
reduce,35
reduced,31
reduces,2
reducing,6
reduction,15
reductions,4
refer,102
reference,67
referencecertain,1
referenced,1
referred,10
referring,1
refers,2
refinance,3
refinanced,1
refinancing,4
refined,1
refineries,3
refining,3
reflect,20
reflected,15
reflecting,1
reflections,1
reflective,2
reflects,17
reform,1
refractured,1
refundable,1
refunded,2
refunds,1
refunds4,1
regard,7
regarding,25
regardless,7
regency,2
regenerative,1
region,48
regional,18
regions,16
registered,12
registeredcommon,1
registrant,76
registrant23,1
registration,5
regular,4
regularly,1
regulate,9
regulated,5
regulates,1
regulating,2
regulation,24
regulations,88
regulations15,1
regulators,1
regulatory,38
reinterpreted,1
relate,1
related,110
relates,2
relating,24
relation,1
relations,1
relationship,1
relationships,6
relative,14
relatively,6
release,7
released,9
releases,8
releasing,1
relevant,2
reliability,2
reliable,3
reliance,2
reliant,1
relocate,1
rely,6
remain,9
remainder,1
remained,1
remaining,35
remains,2
remedial,6
remediate,4
remediation,1
remedies,2
remits,3
removal,4
remove,2
removed,4
removing,1
render,2
rendered,1
renew,2
renewable,1
renewables,1
renewal,3
renewals,2
renewed,1
rent,2
rentals,1
reorganization,1
repair,5
repairs,1
repay,3
repayment,8
repayments,1
repeal,1
repeatable,1
replace,7
replaced,3
replacement,1
replacing,1
report,168
reported,22
reporting,39
reportinga,1
reportingmanagement,1
reportingthere,1
reportingwe,1
reports,11
represent,7
representation,1
representations,1
representative,2
representatives,1
represented,7
representing,1
represents,14
repurchase,24
repurchased,12
repurchases,5
reputation,2
request,2
require,29
required,57
requirement,4
requirements,78
requires,18
requiring,10
resale,1
rescind,2
rescinded,4
rescinding,1
rescissions,1
research,5
reserve,59
reserves,199
reserves11,1
reserves7,1
reservesproved,1
reservoir,15
reservoirs,6
reset,1
residue,4
resigning,1
resolution,2
resource,18
resources,33
resources58,1
respect,17
respective,16
respectively,52
respectively1,1
respectively88,1
respects,4
respond,1
response,6
responsibility,3
responsible,5
restated,16
restoration,4
restrict,13
restricted,30
restriction,1
restrictions,14
restrictive,3
restructure,2
resubstitution,1
result,127
resulted,24
resulting,33
results,85
retain,7
retained,19
retaining,2
retire,2
retired,3
retirement,53
retrospective,8
return,17
returning,1
returns,17
returnsthe,1
reveal,1
revenue,74
revenue1,1
revenue125,1
revenue17,1
revenue216,1
revenue3,1
revenue354,1
revenue547,1
revenue61,1
revenue92,1
revenues,25
revenues3,1
reversed,2
review,13
reviewed,3
reviewing,3
reviews,4
revise,2
revised,6
revision,2
revisions,20
revolving,10
rich,1
rig,8
right,17
rights,12
rigs,16
rise,1
risk,62
risks,36
riskthe,2
riskwe,1
river,9
robeson,2
rock,16
rockstar,7
rockstar55,1
rocky,26
rockymountain,2
rose,1
rounding,16
routinely,3
royalties,2
royalty,11
rrp,3
rsu,5
rsus,28
rule,30
ruled,1
rulemaking,1
rules,23
ruling,1
rulings,1
run,3
running,1
ruptures,1
ryder,13
safe,3
safety,15
said,1
salaries,1
salary,4
sale,73
saleany,1
saleassets,1
sales,25
salt,1
saltwater,2
salvaging,1
sample,1
sand,4
sarbanes,3
satisfaction,1
satisfactory,2
satisfied,5
satisfy,8
savings,1
scaling,1
sch,1
schedule,7
scheduled,13
schedules,4
schedules124item,1
schema,1
scholes,1
science,2
scientists,2
scope,1
scott,14
scrutiny,3
sea,1
season,1
seasonal,6
seasonality,1
seasonality14,1
seasoned,1
seasons,2
sec,26
second,25
secondary,1
secretary,2
section,41
sector,3
sectors,1
secure,2
secured,4
secures,1
securing,4
securities,59
securities21,1
securities26,1
securities31,1
securities38,1
securities39,1
securities40item,1
securities41,1
securitiesmarket,1
security,17
sedimentary,3
seek,8
segment,3
segments,1
seismic,8
seismicity,2
selected,14
selection,3
sell,18
sellers,3
selling,3
sells,2
semi,7
sending,1
senior,233
sensitive,2
sent,1
separate,8
separately,4
september,30
sequestration,2
series,1
seriously,1
serve,1
served,1
service,46
services,19
services123,1
servicesthe,1
servitudes,1
set,8
sets,5
setting,3
settle,18
settled,11
settlement,35
settlements,34
settlements1,1
settlements20,1
settlements9,1
settling,3
seven,3
severance,4
severity,2
shale,67
shall,2
shape,1
share,82
shareholder,1
shares,87
sharesin,1
sharethe,1
sharing,3
sheet,18
sheets,33
sheets71consolidated,1
shelf,1
shell,1
sherman,2
shift,2
ship,1
shipped,1
short,5
shortages,5
shortened,1
shorter,2
shortfalls,5
shown,6
shut,5
shutting,1
sign,1
signature,2
signed,2
significance,1
significant,86
significantly,15
similar,16
similarly,3
simple,1
simplify,1
simulation,3
simulations,1
simultaneously,1
single,10
site,3
sites,4
situations,1
sixth,3
size,4
skill,2
skills,1
slight,1
slightly,5
sm,56
small,1
smaller,4
social,3
society,2
software,7
soil,1
solar,1
sold,18
sole,1
solely,5
solid,1
soon,2
sound,1
source,12
sourced,1
sources,29
south,15
southeast,2
space,7
space14,1
spaced,1
spacing,14
spe,2
speak,1
special,2
species,12
specific,12
specifically,2
specifications,1
specified,10
spend,1
spent,2
spes,2
spills,9
sponsoring,3
spot,4
spraberry,5
spread,1
spur,1
square,3
st,1
stabilized,1
stable,1
staff,7
stage,3
stages,3
standard,9
standardized,26
standards,49
standardseffective,1
standby,2
star,1
state,73
stated,2
statement,27
statements,126
statements18,1
statements77all,1
statementsnote,1
statementsthe,1
statementsthis,1
statementswe,1
states,41
statessecurities,1
stationary,1
stations,4
statistical,2
statistically,1
status,7
statutes,5
statutory,5
stay,4
stayed,6
stead,1
stephen,1
steps,2
stimulate,6
stimulating,1
stimulation,3
stipulates,1
stipulations,4
stochastic,5
stock,150
stock3,1
stock55,1
stockholder,5
stockholders,35
stockthe,1
storage,11
store,1
storms,3
straight,3
stranded,3
strategic,3
strategies,3
strategy,9
strategy4,1
strategyour,1
stratigraphic,3
stream,2
street,2
strength,1
strengthening,2
strict,5
stricter,1
strictly,1
strike,1
strikes,1
stringent,9
strip,10
strong,8
stronger,2
struck,1
structural,2
structure,3
structured,4
studies,4
study,2
styled,1
subject,76
subjected,1
subjecting,1
subjects,2
sublease,1
subleased,2
submission,1
submit,1
submitted,2
subordinated,2
subsequent,7
subsequently,3
subsidiaries,12
subsidiariesconsolidated,6
subsidiariesopinion,2
subsidiary,2
substance,2
substances,12
substantial,24
substantially,13
substantive,2
substitute,2
substitutes,1
substitution,1
subsurface,4
subtopic,2
succeed,1
success,7
successful,16
successfully,4
succession,1
successors,1
sudden,1
suffer,1
sufficient,16
sufficiently,1
suitable,1
suite,4
sulfide,1
sullivan,2
sum,2
summarized,12
summarizes,9
summary,39
summary1273part,1
summarynone,1
summer,3
summertime,1
sums,1
superfund,2
superintendence,1
supervision,1
supplemental,18
supplementary,2
suppliers,2
supplies,6
supply,14
support,6
supported,1
supreme,3
surety,1
surface,9
surrender,2
surrendered,3
surrounding,1
